mTRBV4	0.049592005950511
mTRBV5	0.112693319874545
mTRBV3	0.0379701900587914
mTRBV16	0.0517690042237739
mTRBV15	0.0585983338863502
mTRBV17	0.0310312379755608
mTRBV12-2	0.0287766211427071
mTRBV29	0.0519415307851393
mTRBV12-1	0.0351545860061462
mTRBV13-3	0.072777515779375
mTRBV13-1	0.114724645400898
mTRBV14	0.0242420051044319
mTRBV13-2	0.0797249286534615
mTRBV26	0.015609055547667
mTRBV1	0.0787971845430916
mTRBV31	0.0767147264111313
mTRBV20	0.0259315882523023
mTRBV19	0.0229298468008278
mTRBV21	0.000484472241616644
mTRBV30	0.00221893436707031
mTRBV2	0.01093023820437
mTRBV24	0.00815877740836412
mTRBV28	2.72216749275867e-05
mTRBV8	2.61180935116034e-05
mTRBV23	0.00885697658420952
mTRBV22	0.000308267075531319
mTRBV25	2.94288377595532e-06
mTRBV18	3.67860471994414e-06
mTRBV12-3	3.31074424794973e-06
mTRBV27	7.35720943988829e-07
