mTRBV1	0.144614493357
mTRBV12-1	0.0281942253773
mTRBV12-2	0.0181715731423
mTRBV13-1	0.208224051197
mTRBV13-2	0.0624803405303
mTRBV13-3	0.134408541318
mTRBV14	0.160790135302
mTRBV15	0.0282553253119
mTRBV16	0.0738222987606
mTRBV17	2.48925659483e-05
mTRBV19	0.000588369740597
mTRBV2	0.00267255639863
mTRBV20	0.00317267067814
mTRBV23	3.62073686521e-05
mTRBV26	0.00111790250713
mTRBV29	0.00989140052365
mTRBV3	0.000500114279507
mTRBV30	0.000518217963833
mTRBV31	0.00582033451083
mTRBV4	0.000878028689814
mTRBV5	0.115818320476
