mTRBV1	0.121201966041
mTRBV12-1	0.0382563212953
mTRBV12-2	0.02447366346
mTRBV13-1	0.184434631762
mTRBV13-2	0.0520586921096
mTRBV13-3	0.129034589707
mTRBV14	0.225700467855
mTRBV15	0.0276540240761
mTRBV16	0.0836618829838
mTRBV17	2.62839720339e-05
mTRBV19	0.000663670293855
mTRBV2	0.00208957577669
mTRBV20	0.00413644009883
mTRBV23	3.28549650423e-05
mTRBV26	0.000979077958261
mTRBV29	0.013605241024
mTRBV3	0.000400830573516
mTRBV30	0.000578247384745
mTRBV31	0.00359433317563
mTRBV4	0.000781948168007
mTRBV5	0.0866352573201
