mTRBV1	0.196428441588
mTRBV12-1	0.00592593669791
mTRBV12-2	0.00422450211225
mTRBV13-1	0.260872094291
mTRBV13-2	0.0855443500011
mTRBV13-3	0.146301561103
mTRBV14	0.0171379543521
mTRBV15	0.0295860569617
mTRBV16	0.05204644771
mTRBV17	2.18132639187e-05
mTRBV19	0.000421723102428
mTRBV2	0.00396274294523
mTRBV20	0.00103976558012
mTRBV23	4.36265278374e-05
mTRBV26	0.00142513324269
mTRBV29	0.00167235023377
mTRBV3	0.000719837709316
mTRBV30	0.000385367662563
mTRBV31	0.0107466680239
mTRBV4	0.00109066319593
mTRBV5	0.180402963695
